,index,age,gender_code,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,gender
793,793,47,1,1,1625,765,6,1423,1631,1160,519,1157,1,18,472.59,315,680.52,1912,1524,1754,418,590,1,0
5345,5357,46,1,1,1625,656,3,1423,1631,1158,1272,1157,1,16,121.51,116,779.37,1588,1976,1754,440,603,0,0
4054,4063,21,1,1,1368,765,7,1423,1631,1160,1307,1157,1,18,31.47,126,642.27,1588,1976,1746,1746,613,1,0
5132,5142,26,1,1,1368,390,3,1423,1631,1158,519,1157,1,4,413.75,126,787.5,1912,1524,1754,438,554,0,0
2758,2765,49,0,1,1625,765,5,1423,1631,1160,1272,1167,1,9,362.18,115,603.13,1912,1524,1746,1746,603,1,1
4619,4628,29,0,1,1625,765,2,506,2,1158,402,1167,1,13,502.36,89,547.97,1912,1524,1754,440,603,1,1
3061,3069,29,0,1,1625,744,2,1423,1631,1182,1272,1167,1,14,182.06,113,1017.4892449999999,1588,1976,1754,418,613,1,1
1031,1032,59,1,1,507,420,2,1423,1631,1158,519,1167,1,13,34.66,137,1170.775498,1588,1976,1746,1746,613,0,0
3706,3715,14,0,1,1625,525,5,1571,1,1160,1307,1176,1,15,520.65,123,297.9763912,1588,1976,1754,440,590,1,1
994,995,44,0,1,1368,525,4,1571,1,1182,1307,1176,1,8,110.77,29,762.66,1588,1976,1746,1746,125,0,1
558,558,10,1,1,1368,656,5,1571,1,1182,1307,1176,1,13,30.63,101,641.19,1912,1524,1754,458,588,1,0
5266,5278,19,1,1,1368,765,2,1423,1631,1160,519,1176,1,16,-1026.878667,101,573.54,1912,1524,1754,458,613,1,0
6327,6341,12,1,1,1368,765,8,1423,1631,1182,1272,1167,2,8,349.84,89,567.21,1912,1524,1746,1746,590,1,0
3122,3130,41,0,1,1368,765,2,1571,1,1160,402,1167,1,5,223.79,93,537.94,1588,1976,1746,1746,603,1,1
6293,6307,52,1,1,1625,765,3,1423,1631,1182,1307,1176,1,10,156.7,113,681.78,1912,1524,1754,458,554,1,0
3120,3128,46,1,1,1368,656,3,1571,2,1182,402,1176,1,19,288.08,131,685.38,1912,1976,1746,1746,554,1,0
5761,5773,41,0,1,1368,765,5,1571,1,1158,1307,1167,1,13,120.3,132,577.93,1912,1524,1746,1746,588,1,1
5635,5647,27,0,1,507,765,7,1423,1631,1158,1272,1167,1,13,144.2,119,639.49,1912,1524,1746,1746,588,1,1
1127,1129,13,1,1,1368,656,2,1423,1631,1158,1307,1157,1,12,193.06,132,780.12,1912,1524,1746,1746,155,0,0
571,571,24,0,1,1625,765,5,1571,1,1160,519,1167,1,-999,560.02,115,857.1164261,1588,1976,1746,1746,554,1,1
3624,3633,56,1,1,1625,744,1,1423,1631,1158,519,1167,1,12,392.65,144,501.88,1588,1976,1746,1746,588,1,0
3772,3781,57,1,1,1625,744,10,1571,1,1182,1307,1167,1,9,103.68,115,369.8539126,1912,1524,1754,418,590,0,0
3036,3044,53,1,1,1368,656,2,1423,1631,1182,1307,1157,1,9,266.89,126,1352.0647210000002,1912,1524,1754,438,139,0,0
3705,3714,38,0,1,507,765,5,1423,1631,1158,1307,1167,1,2,-978.4734851,137,690.98,1912,1524,1746,1746,554,1,1
2432,2439,49,1,1,507,390,4,1571,1,1160,1272,1167,1,12,693.29,116,772.39,1912,1524,1746,1746,155,0,0
6013,6025,18,0,1,1368,765,4,1423,1631,1160,1272,1176,1,8,32.26,115,514.89,1912,1524,1746,1746,603,1,1
5471,5483,55,1,1,1368,656,4,1571,1,1158,1307,1167,1,19,671.2,133,615.13,1912,1524,1754,418,603,1,0
3047,3055,28,0,1,1368,420,6,1423,1631,1158,1272,1157,1,18,215.8,315,838.88,1912,1524,1746,1746,133,0,1
2872,2879,41,0,1,1625,390,4,506,1,1158,1272,1157,1,12,197.0,315,772.36,1912,1524,1754,458,554,0,1
5262,5274,58,1,1,1625,744,4,1423,1631,1158,1272,1157,1,10,34.43,132,1041.0696369999998,1912,1524,1746,1746,588,1,0
2828,2835,61,0,1,1625,744,4,1571,1,1158,1307,1157,1,20,289.26,133,545.46,1912,1976,1754,458,590,1,1
1642,1644,30,0,1,507,765,3,1571,1,1182,1307,1176,1,20,118.39,94,610.36,1912,1524,1746,1746,613,1,1
4911,4920,51,1,1,1625,765,2,506,1,1160,519,1176,1,19,118.88,113,661.91,1912,1524,1746,1746,590,1,0
3809,3818,37,0,1,1625,656,1,1571,1,1158,519,1157,1,14,345.65,123,785.55,1912,1524,1754,438,155,0,1
1604,1606,33,0,1,1368,420,3,1423,1631,1182,1307,1157,1,14,461.57,94,799.92,1588,1976,1746,1746,613,0,1
6167,6179,46,1,1,1368,765,4,506,2,1158,1272,1157,1,17,350.59,115,570.84,1912,1976,1746,1746,588,1,0
2195,2201,56,0,1,1625,656,3,1423,1631,1158,1307,1167,1,9,88.2,315,652.91,1912,1524,1746,1746,613,1,1
504,504,57,0,1,1368,525,6,1423,1631,1182,1272,1157,1,17,68.53,315,785.98,1588,1976,1754,438,155,0,1
6014,6026,16,0,1,1368,744,3,1423,1631,1158,1307,1176,1,6,52.47,132,695.18,1912,1524,1754,458,603,1,1
2426,2433,55,0,1,1368,765,3,1423,1631,1158,519,1167,1,6,219.87,121,532.35,1588,1976,1746,1746,613,1,1
2769,2776,14,0,1,1625,656,6,1571,1,1160,1272,1176,1,11,65.64,117,1113.159863,1588,1976,1746,1746,554,0,1
2245,2251,60,1,1,1368,765,2,1571,1631,1182,1272,1167,1,2,-1021.6154300000001,123,533.76,1588,1976,1754,458,590,1,0
859,859,61,0,1,1625,420,2,506,1,1158,1272,1167,1,20,283.54,107,351.2192758,1588,1976,1754,438,588,0,1
5378,5390,40,1,1,1625,525,5,1423,1631,1158,1307,1167,1,9,108.82,121,693.81,1912,1524,1746,1746,588,1,0
2249,2255,35,1,1,1368,390,4,1423,1631,1160,402,1167,1,20,482.77,119,780.45,1912,1524,1754,458,603,0,0
3711,3720,35,1,1,1625,765,5,506,1,1158,1307,1157,1,8,98.5,132,1070.963238,1588,1976,1754,418,588,1,0
5807,5819,50,0,1,507,744,3,1423,1631,1158,1307,1167,1,14,474.87,116,615.11,1912,1976,1754,458,603,1,1
2960,2967,21,0,1,1368,420,6,1571,1631,1160,1307,1176,1,12,66.47,131,445.2655301,1588,1976,1754,440,554,0,1
3720,3729,51,0,1,1368,765,2,1423,1631,1160,1272,1167,1,10,204.03,104,520.7482592,1588,1976,1746,1746,613,1,1
2504,2511,57,1,1,507,525,2,1571,1,1182,402,1167,1,20,-209.184575,115,779.08,1912,1524,1746,1746,155,0,0
786,786,43,1,1,1368,420,7,1571,1,1182,1307,1176,1,8,99.71,132,720.37,1912,1524,1754,438,588,0,0
3549,3558,10,0,1,1368,744,8,1423,1631,1158,1307,1167,1,4,199.1,1,318.4937433,1912,1524,1746,1746,554,1,1
3519,3528,39,0,1,507,765,5,1571,1,1160,1272,1176,1,12,34.01,93,678.22,1588,1976,1754,458,590,1,1
75,75,57,1,1,1625,765,1,1423,1631,1158,1307,1157,1,13,119.1,315,563.92,1912,1524,1754,440,588,1,0
513,513,39,0,1,1625,765,4,1423,1631,1158,1272,1176,2,1,77.77,134,633.24,1912,1524,1746,1746,588,1,1
2795,2802,13,1,1,1625,420,5,1423,1631,1158,402,1157,1,9,226.1,131,785.34,1588,1976,1754,458,603,0,0
3977,3986,24,0,1,507,765,5,506,1,1182,519,1176,1,16,123.51,131,647.11,1588,1976,1754,458,613,1,1
2665,2672,15,1,1,1368,765,3,1571,1,1158,402,1176,1,7,889.34,132,638.56,1912,1976,1746,1746,554,1,0
6084,6096,29,0,1,507,656,4,1571,1631,1160,519,1176,1,-999,505.62,144,747.0,1588,1976,1746,1746,155,0,1
578,578,63,1,1,1625,390,5,506,1,1182,1272,1176,1,21,189.78,116,715.56,1588,1976,1746,1746,613,0,0
5493,5505,23,0,1,1625,525,8,1571,1631,1160,1272,1167,1,8,198.34,117,772.62,1588,1976,1754,458,588,0,1
2555,2562,53,0,1,1625,656,3,1571,2,1158,1272,1176,1,6,141.09,134,762.94,1588,1976,1754,458,613,0,1
4719,4728,37,1,1,1625,765,2,506,1,1182,402,1176,1,12,270.01,315,589.93,1588,1976,1746,1746,588,1,0
1264,1266,48,0,1,1368,525,6,1571,2,1182,1272,1157,1,13,647.59,115,669.7,1588,1976,1746,1746,554,1,1
1736,1739,42,0,1,1368,744,2,1423,1631,1158,1307,1157,1,9,160.63,127,1193.708566,1912,1524,1754,440,588,1,1
6452,6466,58,0,1,1625,656,1,1423,1631,1158,1307,1157,1,11,313.54,104,144.91053490000002,1912,1524,1746,1746,603,1,1
2442,2449,56,0,1,1625,656,6,506,1,1160,519,1176,1,4,1236.620386,1,818.48,1912,1976,1746,1746,139,0,1
3395,3404,49,1,1,507,390,4,1423,1631,1182,1272,1167,1,10,78.57,132,736.74,1912,1524,1746,1746,155,0,0
4944,4953,13,0,1,507,744,8,1423,1631,1160,1307,1157,1,22,123.7,123,521.59,1912,1524,1754,440,588,1,1
3467,3476,45,1,1,1625,656,5,1423,1631,1158,1307,1167,1,17,1088.3957,132,1189.5600689999999,1588,1976,1746,1746,603,0,0
5630,5642,41,1,1,1368,656,4,1571,1631,1160,519,1176,1,14,1539.39141,115,745.48,1912,1524,1754,418,588,0,0
3443,3452,61,0,1,1368,656,2,1571,2,1158,1307,1176,2,13,111.62,132,758.52,1588,1976,1746,1746,139,0,1
5871,5883,41,0,1,1625,765,4,1423,1631,1160,1307,1176,1,22,106.3,126,695.23,1912,1524,1754,440,590,1,1
1184,1186,46,1,1,1368,656,3,1423,1631,1160,519,1157,1,10,265.65,101,689.26,1588,1976,1754,418,590,1,0
3721,3730,60,1,1,507,390,3,1571,1,1182,519,1157,1,6,571.45,119,704.93,1912,1976,1746,1746,590,0,0
645,645,60,0,1,1625,525,5,1571,1,1160,1272,1176,1,5,101.23,115,712.47,1912,1524,1746,1746,603,1,1
1174,1176,51,1,1,507,765,6,1571,1631,1158,519,1167,2,16,164.3,119,569.25,1588,1976,1746,1746,588,1,0
4943,4952,57,1,1,1625,420,4,1423,1631,1158,519,1167,1,7,101.97,126,767.14,1588,1976,1746,1746,590,0,0
6554,6568,53,0,1,1625,744,3,1423,1631,1160,1307,1176,1,8,47.08,315,881.8037162999999,1912,1524,1754,418,613,1,1
1288,1290,19,0,1,1625,420,3,1571,1,1158,1307,1176,1,12,678.3,121,797.32,1912,1976,1754,440,603,0,1
540,540,26,1,1,1625,390,5,1423,1631,1160,1272,1176,1,12,120.24,23,781.77,1588,1976,1754,458,155,0,0
437,437,25,0,1,1368,390,2,1571,2,1160,1307,1157,1,12,529.07,116,744.6,1912,1524,1754,418,613,0,1
5450,5462,11,1,1,1368,744,4,1423,1631,1158,1307,1157,1,23,80.73,121,697.06,1912,1524,1754,418,590,1,0
3497,3506,10,0,1,1368,744,3,1423,1631,1160,1272,1176,1,15,293.47,122,974.2799727,1588,1976,1746,1746,603,1,1
5127,5137,37,1,1,1625,525,3,1423,1631,1182,1307,1167,1,2,98.65,144,712.41,1912,1524,1746,1746,133,0,0
5253,5265,57,0,1,1368,525,2,1571,1,1182,402,1176,1,10,541.74,119,761.69,1588,1976,1754,418,590,0,1
1728,1731,14,1,1,1625,765,4,1423,1631,1160,519,1176,1,14,44.82,113,518.36,1588,1976,1754,418,554,1,0
2089,2095,57,0,1,1368,390,3,1423,1631,1182,519,1157,1,10,62.48,126,796.26,1912,1524,1746,1746,590,0,1
6123,6135,16,1,1,1368,390,5,1423,1631,1182,1272,1167,1,14,202.42,116,712.78,1588,1976,1746,1746,603,0,0
1944,1948,16,0,1,1368,765,3,1423,1631,1160,1272,1176,1,11,400.33,134,678.0,1912,1976,1746,1746,603,1,1
4802,4811,42,1,1,1625,656,5,1571,2,1160,402,1157,1,11,1218.8,119,447.1788541,1912,1976,1754,458,603,0,0
3343,3352,39,0,1,1625,420,3,1423,1631,1158,1272,1167,1,3,133.15,133,725.88,1588,1976,1746,1746,554,0,1
5709,5721,13,1,1,1625,656,3,1423,1631,1182,1272,1157,1,12,236.69,89,681.04,1588,1976,1746,1746,588,1,0
4608,4617,27,1,1,1625,525,7,1571,1,1160,402,1176,1,15,573.86,101,1065.574142,1912,1524,1754,440,613,1,0
1176,1178,44,1,1,1625,420,6,1423,1631,1158,1272,1167,1,12,184.84,315,760.64,1912,1524,1754,440,613,0,0
5300,5312,44,0,1,1368,390,3,506,1,1160,1272,1157,1,8,67.6,115,782.46,1912,1524,1754,458,139,0,1
2046,2052,11,1,1,507,744,6,1571,2,1160,1272,1176,1,15,43.2,134,600.3,1588,1976,1746,1746,613,1,0
2359,2366,56,1,1,1625,525,3,1423,1631,1158,1272,1157,1,16,32.92,123,675.51,1912,1524,1754,438,590,1,0
5142,5152,23,1,1,1625,420,2,1571,1,1160,1272,1176,1,13,394.14,144,1354.060078,1912,1524,1746,1746,603,0,0
408,408,63,1,1,1625,390,1,506,1,1182,519,1157,1,13,601.21,119,771.61,1912,1976,1746,1746,133,0,0
1670,1673,10,1,1,1368,420,2,1571,1631,1160,1307,1176,1,6,1007.888542,117,765.74,1912,1524,1746,1746,554,0,0
5691,5703,16,0,1,1625,656,7,506,1,1158,1307,1157,1,10,79.21,121,726.5117478999999,1912,1524,1746,1746,603,0,1
2529,2536,42,1,1,1625,744,2,1423,1631,1182,519,1176,1,10,269.89,115,717.27,1588,1976,1746,1746,554,0,0
3732,3741,47,1,1,1368,744,6,506,1,1182,1307,1157,1,13,153.06,104,330.3603825,1912,1524,1754,458,590,1,0
279,279,16,0,1,1625,656,6,1423,1631,1160,1307,1157,1,7,220.07,134,623.93,1912,1976,1746,1746,554,1,1
2942,2949,32,0,1,507,420,2,1423,1631,1158,1307,1157,1,14,1386.3320820000001,1,710.07,1912,1524,1746,1746,133,0,1
6058,6070,49,1,1,1368,656,5,1423,1631,1160,1272,1167,1,23,44.34,94,667.53,1588,1976,1746,1746,603,1,0
2354,2361,37,0,1,1368,420,2,1423,1631,1158,1272,1157,1,5,455.72,131,728.23,1912,1976,1754,438,588,0,1
4202,4211,32,1,1,1368,390,2,1571,1,1160,402,1157,1,10,242.37,122,807.56,1912,1976,1746,1746,155,0,0
185,185,60,0,1,1625,420,3,1571,1,1158,1272,1167,1,16,182.16,315,761.49,1588,1976,1754,458,155,0,1
4625,4634,34,0,1,1625,765,1,506,1,1158,1307,1167,1,20,-1098.815987,104,623.4,1588,1976,1746,1746,588,1,1
3368,3377,41,0,1,1625,765,4,1571,1,1158,1272,1176,1,23,32.24,121,537.61,1912,1524,1746,1746,590,1,1
5852,5864,22,1,1,1368,420,3,1423,1631,1182,402,1167,2,6,342.69,20,752.75,1588,1976,1746,1746,133,0,0
2453,2460,57,1,1,1625,765,6,1571,1,1160,519,1176,1,11,161.55,101,715.14,1588,1976,1746,1746,603,1,0
6051,6063,44,0,1,507,765,4,1571,1,1160,1307,1176,1,9,-685.8140216,144,580.79,1912,1524,1746,1746,588,1,1
2784,2791,40,1,1,1368,390,7,1423,1631,1182,402,1176,1,14,345.71,122,774.9,1912,1524,1754,418,590,0,0
226,226,42,1,1,1368,390,4,1571,1,1160,519,1176,1,22,1097.82189,107,799.91,1588,1976,1754,458,613,0,0
2937,2944,58,1,1,507,525,5,506,1,1158,519,1157,1,-999,75.78,121,635.5,1912,1524,1754,440,613,1,0
5977,5989,40,1,1,1625,420,6,1423,1631,1160,1307,1157,1,5,328.74,315,729.93,1912,1976,1754,458,613,0,0
6464,6478,33,1,1,507,744,2,1423,1631,1160,519,1167,1,8,119.55,144,1170.455007,1912,1524,1754,458,613,1,0
4487,4496,63,1,1,507,765,5,1423,1631,1160,519,1167,1,16,208.77,131,673.39,1912,1524,1754,438,554,1,0
1939,1943,51,1,1,1368,656,4,506,1,1158,1272,1167,1,10,66.36,116,791.8,1588,1976,1746,1746,554,0,0
3226,3234,53,1,1,1368,525,5,506,1,1160,1272,1157,1,13,31.81,113,986.5446399,1912,1524,1754,440,588,1,0
1008,1009,52,0,1,1368,656,3,1423,1631,1182,1272,1176,1,13,149.56,315,945.7500640000001,1588,1976,1754,440,590,1,1
3088,3096,23,1,1,1368,656,7,1571,1,1182,1272,1176,1,2,31.22,115,738.66,1912,1524,1746,1746,590,0,0
5497,5509,56,0,1,1368,390,6,1571,1,1158,1272,1176,1,14,604.74,123,798.71,1912,1976,1746,1746,588,0,1
48,48,30,1,1,1368,390,4,506,1,1182,1272,1167,1,20,100.42,315,719.93,1588,1976,1754,418,133,0,0
6405,6419,53,0,1,1625,744,2,1423,1631,1182,1272,1157,1,17,96.05,134,687.0,1912,1524,1746,1746,590,1,1
811,811,48,0,1,507,525,3,1571,1,1182,1272,1176,2,17,34.62,315,709.08,1588,1976,1754,438,590,0,1
626,626,43,1,1,1368,765,5,1571,1,1158,1272,1157,1,14,34.16,89,654.15,1912,1524,1754,458,590,1,0
788,788,45,1,1,1368,656,2,1423,1631,1182,1307,1167,2,16,30.23,144,792.19,1588,1976,1754,438,139,0,0
5888,5900,11,1,1,1368,656,7,1571,2,1160,1307,1167,1,3,577.14,133,725.03,1912,1524,1746,1746,125,0,0
2191,2197,63,1,1,1625,390,3,1423,1631,1160,519,1176,1,9,32.84,132,785.86,1912,1524,1754,440,554,0,0
3374,3383,22,0,1,1368,656,4,1423,1631,1160,1307,1157,1,19,218.11,1,759.73,1912,1976,1746,1746,613,0,1
2583,2590,15,0,1,1625,390,2,1571,1,1182,402,1157,1,12,563.04,115,756.15,1912,1524,1746,1746,590,0,1
704,704,55,1,1,1368,744,2,1423,1631,1158,402,1157,1,18,207.07,132,597.81,1588,1976,1754,458,613,1,0
634,634,30,1,1,1625,765,4,1571,1,1160,1307,1167,1,10,109.41,119,552.76,1588,1976,1746,1746,554,0,0
6316,6330,15,1,1,1368,420,3,1423,1631,1182,1307,1167,1,15,-859.5112187000001,126,744.18,1912,1524,1754,440,588,0,0
5992,6004,39,0,1,1625,744,7,1571,1,1160,402,1167,1,16,1152.87,119,506.93,1912,1976,1746,1746,554,1,1
3419,3428,39,0,1,1625,656,2,1423,1631,1158,1307,1157,1,9,59.36,132,656.73,1588,1976,1746,1746,613,1,1
1794,1797,39,0,1,1625,765,5,1571,1,1160,1272,1157,1,23,113.97,116,613.25,1912,1524,1746,1746,554,0,1
3546,3555,14,1,1,1368,525,2,1571,2,1158,1272,1176,1,10,76.06,134,349.1659981,1588,1976,1754,438,554,1,0
2998,3005,44,1,1,1625,744,4,506,1,1160,1307,1167,1,15,335.74,315,577.27,1588,1976,1746,1746,590,1,0
4176,4185,53,0,1,1368,525,6,1423,1631,1158,1272,1157,1,3,97.03,119,708.26,1912,1524,1754,418,554,1,1
2210,2216,31,1,1,1368,765,4,1423,1631,1158,1272,1176,1,13,34.92,121,614.85,1912,1524,1754,458,603,1,0
5072,5082,54,0,1,1625,525,4,1571,1,1158,1307,1176,1,6,64.7,107,654.9,1912,1524,1754,418,613,1,1
4037,4046,45,0,1,1368,656,5,1571,1,1158,519,1167,1,12,172.43,131,749.33,1912,1524,1754,440,590,0,1
6177,6189,47,0,1,1368,656,3,1423,1631,1158,519,1167,1,11,89.46,134,760.12,1912,1524,1754,418,613,0,1
4255,4264,42,1,1,1625,765,4,1423,1631,1158,1307,1167,1,8,44.82,115,566.43,1588,1976,1754,440,590,1,0
5717,5729,19,0,1,1625,390,3,1571,1,1158,1307,1167,1,-999,41.78,133,749.45,1912,1524,1754,458,603,0,1
1124,1126,19,0,1,1368,390,4,1423,1631,1158,1307,1167,1,-999,271.44,93,763.63,1588,1976,1746,1746,590,0,1
5589,5601,24,0,1,507,390,4,1571,1,1160,1272,1167,1,13,184.46,101,712.26,1588,1976,1754,440,603,0,1
6343,6357,21,0,1,1368,656,6,506,1,1158,519,1167,1,2,614.29,123,719.8,1912,1524,1746,1746,590,0,1
4094,4103,31,0,1,1625,744,3,1571,1,1182,402,1176,1,14,806.21,133,686.02,1912,1524,1754,438,603,1,1
5390,5402,53,1,1,1368,765,5,1571,1,1182,1307,1176,1,12,32.46,126,694.61,1912,1524,1746,1746,554,1,0
142,142,11,1,1,1625,420,5,1571,2,1182,402,1176,1,-999,628.79,93,777.94,1912,1524,1754,440,588,0,0
480,480,40,1,1,1625,525,6,1423,1631,1160,402,1176,1,23,413.94,104,655.95,1912,1524,1746,1746,590,1,0
648,648,15,1,1,1368,525,1,1571,1,1158,402,1176,1,14,693.88,126,688.14,1912,1976,1754,418,590,1,0
253,253,22,1,1,507,744,4,506,1,1158,1307,1167,1,10,589.12,134,680.88,1912,1524,1754,418,588,1,0
1132,1134,18,1,1,1625,656,4,1571,1,1160,1307,1167,1,15,137.82,132,795.75,1912,1524,1754,418,133,0,0
5652,5664,18,1,1,1625,656,5,1571,1,1160,1272,1157,1,16,-381.3630412,315,790.92,1588,1976,1754,458,155,0,0
3240,3248,35,0,1,507,744,4,1423,1631,1160,1272,1167,1,13,309.08,144,636.0,1588,1976,1746,1746,590,1,1
5422,5434,39,1,1,1368,656,5,1423,1631,1158,519,1157,1,5,484.84,121,1255.8554960000001,1912,1976,1746,1746,590,0,0
653,653,10,1,1,1368,420,4,1423,1631,1160,1307,1176,1,15,354.19,27,754.46,1912,1524,1746,1746,133,0,0
5937,5949,18,0,1,1368,744,6,1571,1,1160,1307,1176,1,11,296.41,117,613.69,1588,1976,1746,1746,603,0,1
3173,3181,13,0,1,1625,390,4,1423,1631,1160,1307,1157,1,22,116.4,119,728.26,1588,1976,1754,458,603,0,1
4986,4995,20,0,1,1625,656,4,1571,1,1158,402,1167,1,10,600.79,134,1091.6779800000002,1912,1524,1746,1746,155,0,1
4155,4164,16,1,1,1368,420,4,1571,1631,1158,1307,1176,1,21,30.16,117,707.65,1588,1976,1754,418,590,0,0
113,113,14,1,1,1625,744,2,1423,1631,1160,1307,1176,1,-999,1156.4319039999998,94,520.33,1588,1976,1746,1746,588,1,0
6265,6279,22,0,1,1625,525,2,1423,1631,1182,1307,1167,1,7,89.46,315,799.75,1912,1524,1754,438,590,0,1
1925,1929,27,0,1,1368,744,5,1423,1631,1160,1307,1167,1,3,106.2,116,-8.46822823,1588,1976,1746,1746,603,1,1
1791,1794,12,1,1,1368,525,3,1571,1,1158,1272,1167,1,7,245.2,119,643.2,1912,1976,1746,1746,590,1,0
6485,6499,18,1,1,1368,765,8,1423,1631,1160,519,1167,1,18,1043.435209,94,587.31,1588,1976,1746,1746,588,1,0
5696,5708,21,1,1,1625,525,2,1423,1631,1160,1307,1176,2,13,51.72,134,759.39,1588,1976,1754,438,554,0,0
689,689,18,1,1,1368,525,3,1571,1,1160,1272,1167,1,7,44.32,134,769.68,1912,1524,1746,1746,590,0,0
6419,6433,34,0,1,1368,656,4,1423,1631,1160,519,1176,1,3,33.56,89,689.54,1912,1524,1754,418,590,1,1
5275,5287,58,0,1,1368,420,8,506,1631,1182,519,1167,1,22,35.51,122,793.27,1912,1524,1746,1746,613,0,1
1527,1529,62,1,1,1368,765,4,1571,1,1158,1307,1167,1,12,30.64,134,666.88,1912,1524,1746,1746,588,1,0
6544,6558,17,0,1,1368,525,4,1423,1631,1182,519,1167,1,6,41.84,122,710.42,1912,1524,1746,1746,590,0,1
130,130,64,1,1,1625,765,6,1423,1631,1160,1307,1167,1,20,49.24,134,648.6,1912,1524,1754,438,554,1,0
4736,4745,34,1,1,1625,656,3,1423,1631,1158,519,1167,1,13,114.0,93,762.13,1588,1976,1746,1746,588,0,0
2491,2498,49,1,1,1368,765,3,1571,1,1160,1307,1157,1,15,73.93,127,323.5343177,1588,1976,1746,1746,613,1,0
4387,4396,34,1,1,1625,765,3,1571,2,1158,1307,1167,1,20,111.95,126,559.31,1912,1524,1746,1746,590,1,0
1774,1777,38,0,1,1368,525,1,1423,1631,1160,1272,1167,1,17,34.59,134,697.97,1588,1976,1746,1746,554,1,1
4412,4421,63,0,1,1625,765,3,1423,1631,1160,1307,1176,1,13,270.45,133,685.85,1588,1976,1754,440,590,1,1
1492,1494,23,1,1,1625,390,5,1571,1,1182,1272,1176,1,12,122.89,131,775.79,1912,1524,1746,1746,139,0,0
3207,3215,62,0,1,1625,656,6,1423,1631,1160,402,1157,1,14,286.06,315,716.92,1912,1524,1754,440,554,1,1
6547,6561,28,0,1,507,420,5,1571,1,1160,1272,1157,1,12,33.49,107,717.45,1912,1524,1754,440,590,0,1
5342,5354,19,0,1,1368,390,3,1571,1,1182,519,1176,1,6,292.21,144,797.68,1912,1524,1754,458,588,0,1
2981,2988,38,0,1,1625,744,1,1571,1631,1182,1307,1157,1,11,71.63,132,561.15,1588,1976,1754,440,603,1,1
1083,1085,55,0,1,1368,656,2,1423,1631,1182,1307,1167,1,16,344.14,116,615.18,1588,1976,1746,1746,613,1,1
1397,1399,41,0,1,1625,390,2,506,1,1160,519,1167,1,10,305.34,144,826.89,1588,1976,1754,440,133,0,1
772,772,34,0,1,1368,744,2,1571,1,1158,1307,1157,1,17,184.74,93,716.26,1588,1976,1754,418,613,1,1
5005,5014,51,1,1,1625,656,1,1423,1631,1182,1307,1167,1,7,301.55,315,780.85,1588,1976,1746,1746,603,0,0
1681,1684,64,0,1,1625,744,2,1423,1631,1182,1307,1176,1,-999,297.4,134,694.18,1912,1524,1754,440,613,1,1
1477,1479,22,0,1,507,525,2,1571,1631,1182,1272,1176,1,-999,34.83,144,770.47,1912,1524,1754,458,588,0,1
869,869,16,1,1,1625,765,4,1423,1631,1160,1272,1167,1,6,1763.470668,1,564.18,1912,1524,1754,458,590,1,0
1081,1082,54,1,1,1368,420,3,1571,1,1160,1272,1167,2,4,1077.262893,89,587.9310802,1912,1524,1746,1746,613,0,0
3825,3834,61,1,1,507,390,4,506,1,1158,1272,1167,1,21,33.22,89,742.57,1588,1976,1754,418,613,0,0
4340,4349,21,1,1,1625,420,6,1571,1,1160,1272,1167,1,16,66.32,126,725.05,1588,1976,1746,1746,155,0,0
4945,4954,22,0,1,1625,765,3,1423,1631,1160,1272,1167,1,15,171.54,101,1000.2371710000001,1912,1524,1746,1746,590,1,1
1906,1910,34,1,1,1368,744,9,1423,1631,1160,1307,1176,1,-999,48.36,315,509.29,1588,1976,1754,458,613,1,0
3564,3573,16,0,1,1368,525,3,1423,1631,1182,1272,1167,1,17,114.16,27,223.7549251,1912,1524,1746,1746,139,0,1
5281,5293,31,0,1,1625,765,8,1423,1631,1182,1307,1167,1,10,47.46,134,936.6902596000001,1912,1524,1754,440,554,1,1
5614,5626,60,1,1,1625,744,4,1423,1631,1158,402,1157,1,-999,450.23,107,716.41,1588,1976,1746,1746,613,1,0
2057,2063,25,1,1,1368,390,3,1571,1631,1182,1307,1167,1,4,56.89,126,755.18,1912,1524,1746,1746,603,0,0
5173,5185,31,1,1,1625,744,4,1423,1631,1160,1272,1167,1,9,47.74,123,578.76,1912,1524,1746,1746,554,1,0
6486,6500,62,1,1,1625,656,9,1423,1631,1182,402,1167,1,9,250.22,116,776.66,1588,1976,1754,418,588,0,0
1566,1568,61,0,1,1625,525,6,1423,1631,1182,1272,1176,1,15,255.45,93,761.79,1912,1524,1746,1746,554,0,1
2184,2190,64,1,1,1625,765,4,1423,1631,1158,1272,1167,1,23,282.07,315,638.63,1588,1976,1754,438,590,1,0
2364,2371,14,0,1,1625,765,3,1571,1,1158,1272,1176,1,9,311.12,117,623.39,1588,1976,1746,1746,603,1,1
3051,3059,52,1,1,1625,656,3,1571,1,1182,1272,1176,1,7,996.1,131,1003.045858,1912,1976,1754,440,588,1,0
